ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
17.6123 16.184 1204.41 0 0 0 
18.8869 16.2117 1267.76 0 0 0 
0.764466 17.5534 1136.72 0 0 0 
2.05177 17.5379 1145.99 0 0 0 
3.34153 17.5394 1160.37 0 0 0 
4.64744 17.5235 1146.48 0 0 0 
5.93853 17.5478 1174.1 0 0 0 
7.22589 17.5238 1174.73 0 0 0 
8.53898 17.4999 1146.82 0 0 0 
9.84728 17.5119 1151.15 0 0 0 
11.1184 17.5205 1191.17 0 0 0 
12.4131 17.5156 1197.56 0 0 0 
13.7411 17.5277 1197.31 0 0 0 
15.0198 17.5068 1202.62 0 0 0 
16.3107 17.5048 1219.91 0 0 0 
17.6331 17.4918 1216.64 0 0 0 
18.9019 17.4949 1249.26 0 0 0 
0.735363 18.8306 1161.5 0 0 0 
2.05607 18.8235 1137.04 0 0 0 
3.34126 18.8399 1165.78 0 0 0 
4.63236 18.8347 1174.58 0 0 0 
5.95769 18.8035 1128.82 0 0 0 
7.23971 18.8099 1154.96 0 0 0 
8.54486 18.8326 1172.52 0 0 0 
9.83705 18.81 1166.01 0 0 0 
11.127 18.8022 1173.43 0 0 0 
12.4198 18.8298 1213.71 0 0 0 
13.7284 18.8165 1204.28 0 0 0 
15.0237 18.8079 1210.35 0 0 0 
16.3121 18.7952 1215.26 0 0 0 
17.5978 18.8028 1244.67 0 0 0 
18.8908 18.8119 1274.09 0 0 0 
ITEM: TIMESTEP
1500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
0.842351 0.722265 1045.24 0 0 0 
2.14602 0.699331 1054.99 0 0 0 
3.4495 0.703287 1054.08 0 0 0 
4.69857 0.703816 1090.94 0 0 0 
6.02664 0.703539 1076.86 0 0 0 
7.32187 0.72229 1075.44 0 0 0 
8.6337 0.735071 1067.53 0 0 0 
9.91622 0.747841 1077.09 0 0 0 
11.2265 0.728688 1092.51 0 0 0 
12.5382 0.751976 1084.72 0 0 0 
13.8267 0.749158 1106.98 0 0 0 
15.105 0.755241 1128.01 0 0 0 
16.3825 0.716909 1183.62 0 0 0 
17.7056 0.736179 1192.57 0 0 0 
18.9463 0.744843 1213.64 0 0 0 
0.84853 1.98633 1050.63 0 0 0 
2.11065 1.99158 1079.03 0 0 0 
3.45008 1.98374 1056.74 0 0 0 
4.70088 1.9942 1089.48 0 0 0 
6.0371 1.95614 1085.97 0 0 0 
7.35248 2.01385 1054.02 0 0 0 
8.63799 2.01084 1070.41 0 0 0 
9.94881 2.02623 1063.03 0 0 0 
11.2107 2.01842 1097.7 0 0 0 
12.5428 2.02604 1088.58 0 0 0 
13.8112 2.01711 1124.27 0 0 0 
15.0729 2.07385 1115.18 0 0 0 
16.3863 2.04425 1153.63 0 0 0 
17.6799 2.1024 1135.38 0 0 0 
18.9688 2.06757 1194.71 0 0 0 
0.843584 3.27143 1054.09 0 0 0 
2.15478 3.27817 1046.74 0 0 0 
3.43739 3.26814 1064.96 0 0 0 
4.75984 3.29535 1041.75 0 0 0 
6.01855 3.26409 1085.94 0 0 0 
7.34295 3.31361 1052.64 0 0 0 
8.65013 3.29984 1058.33 0 0 0 
9.94128 3.30178 1069.42 0 0 0 
11.238 3.28867 1087.04 0 0 0 
12.5007 3.32367 1098.56 0 0 0 
13.8188 3.31546 1107.21 0 0 0 
15.0891 3.33465 1124.74 0 0 0 
16.4239 3.34501 1129.9 0 0 0 
17.6593 3.32159 1192.28 0 0 0 
18.9504 3.34475 1207.54 0 0 0 
0.863186 4.57106 1035 0 0 0 
2.13964 4.56927 1055.63 0 0 0 
3.47494 4.56694 1031.41 0 0 0 
4.72824 4.59128 1060.84 0 0 0 
6.05236 4.59343 1044.1 0 0 0 
7.35831 4.52893 1066.38 0 0 0 
8.65163 4.58568 1053.58 0 0 0 
9.94535 4.60228 1055.82 0 0 0 
11.2361 4.61865 1060.35 0 0 0 
12.5284 4.61854 1072.72 0 0 0 
13.8824 4.60933 1060.41 0 0 0 
15.1405 4.62477 1091.74 0 0 0 
16.4041 4.63772 1122.8 0 0 0 
17.7064 4.65658 1142.24 0 0 0 
18.9911 4.63508 1207.98 0 0 0 
0.8528 5.9001 1034.22 0 0 0 
2.17134 5.85001 1031.23 0 0 0 
3.45565 5.87061 1039.88 0 0 0 
4.72551 5.87561 1062.92 0 0 0 
6.04748 5.89243 1043.17 0 0 0 
7.34695 5.85637 1054.81 0 0 0 
8.67233 5.90708 1023.38 0 0 0 
9.96289 5.87032 1045.21 0 0 0 
11.2655 5.90874 1033.87 0 0 0 
12.5353 5.90876 1060.15 0 0 0 
13.8502 5.92391 1051.26 0 0 0 
15.1215 5.9068 1090.77 0 0 0 
16.3971 5.90913 1123.15 0 0 0 
17.7233 5.9465 1122.7 0 0 0 
18.9519 5.93577 1195.87 0 0 0 
0.845888 7.15655 1044.34 0 0 0 
2.13207 7.16893 1055.24 0 0 0 
3.45819 7.1576 1036.59 0 0 0 
4.76282 7.14326 1035.97 0 0 0 
6.06353 7.18462 1029.17 0 0 0 
7.37161 7.19309 1021.89 0 0 0 
8.64088 7.15772 1053.6 0 0 0 
9.93896 7.17901 1051.83 0 0 0 
11.2776 7.21338 1015.59 0 0 0 
12.5698 7.16279 1039.12 0 0 0 
13.8432 7.2061 1048.98 0 0 0 
15.147 7.21722 1048.85 0 0 0 
16.4556 7.20735 1063.9 0 0 0 
17.7357 7.19277 1120.26 0 0 0 
19.0052 7.22874 1173.02 0 0 0 
0.837819 8.41752 1051.93 0 0 0 
2.1447 8.4484 1045.54 0 0 0 
3.42999 8.44334 1057.79 0 0 0 
4.77395 8.48705 1019.79 0 0 0 
6.05602 8.45846 1036.16 0 0 0 
7.35225 8.45053 1040.14 0 0 0 
8.68995 8.46308 1009.25 0 0 0 
9.92663 8.43992 1062.65 0 0 0 
11.2785 8.509 1013.86 0 0 0 
12.5292 8.479 1056.61 0 0 0 
13.863 8.45981 1034.82 0 0 0 
15.1834 8.48147 1017.3 0 0 0 
16.4394 8.51072 1047.01 0 0 0 
17.7512 8.51128 1049.74 0 0 0 
19.0059 8.52355 1118.67 0 0 0 
0.870324 9.74584 1023.03 0 0 0 
2.16363 9.79319 1030.07 0 0 0 
3.44093 9.72534 1047.84 0 0 0 
4.78064 9.72402 1016.09 0 0 0 
6.07071 9.71737 1024.16 0 0 0 
7.34572 9.76814 1043.93 0 0 0 
8.67319 9.77488 1022.04 0 0 0 
9.93722 9.76647 1050.72 0 0 0 
11.2425 9.77078 1046.52 0 0 0 
12.5336 9.74507 1053.55 0 0 0 
13.8448 9.76013 1044.63 0 0 0 
15.1339 9.76952 1053.39 0 0 0 
16.4127 9.77572 1070.43 0 0 0 
17.7607 9.78239 1032.13 0 0 0 
19.0265 9.73143 1059.34 0 0 0 
0.866587 11.0454 1026.08 0 0 0 
2.14619 11.0357 1043.2 0 0 0 
3.46767 11.03 1025.83 0 0 0 
4.78599 11.058 1012.49 0 0 0 
6.04954 11.0373 1040.6 0 0 0 
7.33635 11.0188 1050.37 0 0 0 
8.65785 11.0321 1033.76 0 0 0 
9.94656 11.068 1045.55 0 0 0 
11.2753 11.0283 1019.72 0 0 0 
12.5533 11.0591 1040.4 0 0 0 
13.8405 11.024 1047.35 0 0 0 
15.1666 11.0068 1024.97 0 0 0 
16.4393 11.0153 1048.62 0 0 0 
17.7574 11.0063 1037.34 0 0 0 
19.0392 10.9854 1070.99 0 0 0 
0.850513 12.3648 1042.26 0 0 0 
2.14143 12.3366 1047.82 0 0 0 
3.40517 12.3426 1077.45 0 0 0 
4.71778 12.3281 1066 0 0 0 
6.04646 12.3244 1043.09 0 0 0 
7.36247 12.3292 1031.54 0 0 0 
8.65392 12.3135 1036.35 0 0 0 
9.94484 12.3462 1050.17 0 0 0 
11.2374 12.3358 1055.39 0 0 0 
12.5566 12.3307 1041.87 0 0 0 
13.8636 12.3277 1039.8 0 0 0 
15.1178 12.3314 1081.1 0 0 0 
16.4747 12.2741 1030.02 0 0 0 
17.7273 12.2686 1080.56 0 0 0 
18.997 12.2555 1145.09 0 0 0 
0.857101 13.6552 1039.45 0 0 0 
2.15899 13.6437 1037.79 0 0 0 
3.43948 13.6033 1046.44 0 0 0 
4.73711 13.6388 1055.51 0 0 0 
6.0483 13.6246 1044.86 0 0 0 
7.32926 13.6 1055.01 0 0 0 
8.65628 13.5996 1035.26 0 0 0 
9.93953 13.6179 1054.81 0 0 0 
11.2538 13.6187 1047.88 0 0 0 
12.5661 13.6161 1043.69 0 0 0 
13.8497 13.5904 1051.91 0 0 0 
15.1241 13.6102 1089.93 0 0 0 
16.3979 13.5794 1106 0 0 0 
17.7372 13.5546 1107.1 0 0 0 
18.9638 13.5077 1142.77 0 0 0 
0.852546 14.9155 1038.57 0 0 0 
2.15989 14.9484 1042.93 0 0 0 
3.46735 14.9245 1032.56 0 0 0 
4.71562 14.8944 1065.22 0 0 0 
6.04089 14.9294 1057.29 0 0 0 
7.36415 14.9233 1040.83 0 0 0 
8.66947 14.9038 1033.51 0 0 0 
9.94271 14.9002 1054.96 0 0 0 
11.2425 14.9205 1069.16 0 0 0 
12.5743 14.8984 1047.08 0 0 0 
13.8525 14.8673 1055.61 0 0 0 
15.1492 14.8477 1061.74 0 0 0 
16.4291 14.8613 1104.51 0 0 0 
17.7117 14.8604 1146.57 0 0 0 
18.9885 14.8713 1208.78 0 0 0 
0.855011 16.2311 1044.55 0 0 0 
2.17971 16.1945 1018.11 0 0 0 
3.44895 16.2206 1050.47 0 0 0 
4.7165 16.2296 1079.3 0 0 0 
6.04775 16.1928 1046.34 0 0 0 
7.36258 16.2535 1063.82 0 0 0 
8.61858 16.2375 1092.09 0 0 0 
9.91911 16.1975 1079.23 0 0 0 
11.2348 16.1909 1072.85 0 0 0 
12.5274 16.2019 1093.25 0 0 0 
13.855 16.2035 1095.43 0 0 0 
15.1618 16.1933 1109 0 0 0 
16.3998 16.1172 1102.09 0 0 0 
17.6874 16.1231 1139.43 0 0 0 
18.9444 16.1607 1209.53 0 0 0 
0.882079 17.5425 1034.63 0 0 0 
2.16316 17.5195 1043.46 0 0 0 
3.44815 17.5209 1057.31 0 0 0 
4.75618 17.4972 1045.47 0 0 0 
6.04288 17.5308 1072.51 0 0 0 
7.32416 17.4953 1073.65 0 0 0 
8.64204 17.4597 1049.92 0 0 0 
9.9528 17.4752 1057.27 0 0 0 
11.2101 17.4857 1096.25 0 0 0 
12.5008 17.4767 1105.92 0 0 0 
13.8384 17.4916 1113.36 0 0 0 
15.1049 17.4593 1123.34 0 0 0 
16.3879 17.4541 1147.34 0 0 0 
17.715 17.4335 1156.93 0 0 0 
18.9647 17.4366 1196.08 0 0 0 
0.839853 18.8081 1057.82 0 0 0 
2.16846 18.7971 1037.19 0 0 0 
3.44681 18.8195 1064.65 0 0 0 
4.73354 18.8111 1073.65 0 0 0 
6.0691 18.7653 1033.44 0 0 0 
7.34256 18.7732 1058.92 0 0 0 
8.64888 18.8042 1078.42 0 0 0 
9.93647 18.7703 1074.48 0 0 0 
11.2206 18.7574 1084.31 0 0 0 
12.5083 18.7949 1126.24 0 0 0 
13.818 18.7739 1123.53 0 0 0 
15.1082 18.7595 1135.58 0 0 0 
16.3878 18.7395 1147.3 0 0 0 
17.6631 18.7488 1182.6 0 0 0 
18.948 18.7607 1219.05 0 0 0 
ITEM: TIMESTEP
2000
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
0.982803 0.762317 953.57 0 0 0 
2.28643 0.734534 964.022 0 0 0 
3.5902 0.74079 964.582 0 0 0 
4.82465 0.742815 998.708 0 0 0 
6.15938 0.744047 988.415 0 0 0 
7.45219 0.769421 989.06 0 0 0 
8.76582 0.787485 984.842 0 0 0 
10.0419 0.805702 996.27 0 0 0 
11.3527 0.783814 1015.35 0 0 0 
12.6649 0.815718 1013.7 0 0 0 
13.9469 0.814696 1039.96 0 0 0 
15.2154 0.824894 1065.54 0 0 0 
16.4819 0.778755 1123.71 0 0 0 
17.8055 0.805015 1142.65 0 0 0 
19.0239 0.817126 1168.4 0 0 0 
0.991665 2.01337 957.518 0 0 0 
2.24261 2.02108 983.717 0 0 0 
3.59221 2.01233 965.337 0 0 0 
4.82902 2.02689 995.408 0 0 0 
6.17426 1.98007 995.443 0 0 0 
7.49289 2.05507 967.41 0 0 0 
8.77325 2.05312 984.625 0 0 0 
10.0855 2.07483 981.058 0 0 0 
11.3351 2.06725 1015.59 0 0 0 
12.6734 2.07965 1013.4 0 0 0 
13.93 2.07111 1051.13 0 0 0 
15.1774 2.14613 1047.47 0 0 0 
16.4891 2.11143 1093.19 0 0 0 
17.7748 2.1878 1086.67 0 0 0 
19.0535 2.14511 1152.09 0 0 0 
0.986331 3.29187 958.826 0 0 0 
2.29977 3.30138 952.954 0 0 0 
3.57726 3.2897 970.377 0 0 0 
4.90534 3.32548 950.106 0 0 0 
6.1522 3.28712 991.643 0 0 0 
7.48252 3.3516 962.282 0 0 0 
8.79067 3.33595 970.048 0 0 0 
10.0782 3.34049 982.607 0 0 0 
11.3723 3.32628 1002.46 0 0 0 
12.6227 3.37345 1015.27 0 0 0 
13.9428 3.36624 1030.07 0 0 0 
15.2011 3.39403 1051.99 0 0 0 
16.5399 3.41085 1068.66 0 0 0 
17.751 3.38419 1134.1 0 0 0 
19.0314 3.41588 1161.06 0 0 0 
1.01203 4.58867 939.858 0 0 0 
2.28144 4.58719 958.996 0 0 0 
3.62607 4.58516 937.979 0 0 0 
4.86636 4.61708 964.562 0 0 0 
6.19661 4.62103 950.49 0 0 0 
7.50358 4.54054 973.499 0 0 0 
8.79443 4.61424 962.047 0 0 0 
10.0855 4.63726 965.629 0 0 0 
11.3725 4.66036 971.863 0 0 0 
12.661 4.663 986.693 0 0 0 
14.0271 4.65477 983.283 0 0 0 
15.2703 4.67823 1017.41 0 0 0 
16.5188 4.69899 1054.1 0 0 0 
17.8142 4.72735 1085.99 0 0 0 
19.0848 4.70327 1162.32 0 0 0 
0.99953 5.92269 937.228 0 0 0 
2.32252 5.8597 935.605 0 0 0 
3.60241 5.88657 943.461 0 0 0 
4.86388 5.89374 964.548 0 0 0 
6.19158 5.91607 947.064 0 0 0 
7.49055 5.87143 959.014 0 0 0 
8.82244 5.93719 930.743 0 0 0 
10.1098 5.89219 952.655 0 0 0 
11.4123 5.94299 943.375 0 0 0 
12.6727 5.94553 969.4 0 0 0 
13.9899 5.96801 965.282 0 0 0 
15.2506 5.95038 1007.24 0 0 0 
16.5149 5.95844 1045.41 0 0 0 
17.8406 6.01193 1061.38 0 0 0 
19.0383 6.00333 1144.51 0 0 0 
0.991243 7.16437 945.74 0 0 0 
2.27314 7.18053 955.702 0 0 0 
3.60629 7.16664 939.151 0 0 0 
4.91208 7.14901 938.996 0 0 0 
6.21289 7.2022 932.622 0 0 0 
7.52302 7.21376 926.293 0 0 0 
8.7837 7.16984 955.866 0 0 0 
10.081 7.19805 954.567 0 0 0 
11.4298 7.24321 922.28 0 0 0 
12.7191 7.18106 946.227 0 0 0 
13.9844 7.23858 956.001 0 0 0 
15.2876 7.25638 959.547 0 0 0 
16.5952 7.24924 981.762 0 0 0 
17.8633 7.23828 1048.71 0 0 0 
19.1111 7.29263 1122.04 0 0 0 
0.981305 8.41173 952.103 0 0 0 
2.28955 8.45118 946.304 0 0 0 
3.57082 8.44499 957.453 0 0 0 
4.92672 8.50079 922.921 0 0 0 
6.20389 8.46483 937.939 0 0 0 
7.49904 8.45518 941.686 0 0 0 
8.84695 8.47162 913.804 0 0 0 
10.0663 8.44285 962.452 0 0 0 
11.4322 8.5313 917.946 0 0 0 
12.6694 8.4943 957.186 0 0 0 
14.012 8.47154 938.574 0 0 0 
15.3375 8.50125 923.738 0 0 0 
16.5805 8.54176 952.028 0 0 0 
17.8927 8.54925 962.412 0 0 0 
19.1244 8.57829 1052.1 2.09622 0 0 
1.02265 9.74471 925.597 0 0 0 
2.31374 9.80493 932.041 0 0 0 
3.58487 9.71863 948.119 0 0 0 
4.93538 9.71695 919.391 0 0 0 
6.22274 9.70849 926.692 0 0 0 
7.49097 9.77307 944.574 0 0 0 
8.8259 9.78164 924.768 0 0 0 
10.0801 9.77095 950.718 0 0 0 
11.3869 9.77643 946.918 0 0 0 
12.6755 9.74373 953.286 0 0 0 
13.9897 9.76289 945.207 0 0 0 
15.276 9.77483 953.133 0 0 0 
16.549 9.78272 968.559 0 0 0 
17.9101 9.79119 933.904 0 0 0 
19.1665 9.72638 958.523 2.09622 0 0 
1.01787 11.0424 928.425 0 0 0 
2.29152 11.03 943.975 0 0 0 
3.61884 11.0225 928.255 0 0 0 
4.94212 11.0579 916.304 0 0 0 
6.19576 11.0314 941.68 0 0 0 
7.47897 11.0077 950.482 0 0 0 
8.80629 11.0243 935.534 0 0 0 
10.0919 11.0694 946.485 0 0 0 
11.4284 11.0186 922.956 0 0 0 
12.7004 11.057 942.07 0 0 0 
13.984 11.0116 948.244 0 0 0 
15.3171 10.9884 928.236 0 0 0 
16.582 10.9968 950.637 0 0 0 
17.9037 10.9808 943.631 0 0 0 
19.1745 10.9416 994.079 0 0 0 
0.997246 12.3639 943.71 0 0 0 
2.28521 12.3277 948.703 0 0 0 
3.53904 12.335 975.628 0 0 0 
4.85502 12.3161 965.292 0 0 0 
6.19143 12.3108 944.725 0 0 0 
7.51168 12.3163 934.578 0 0 0 
8.80068 12.2955 939.038 0 0 0 
10.0889 12.3361 952.416 0 0 0 
11.3792 12.3216 957.613 0 0 0 
12.7032 12.3134 946.432 0 0 0 
14.0115 12.3073 946.315 0 0 0 
15.252 12.3087 986.233 0 0 0 
16.6221 12.2311 945.074 0 0 0 
17.8564 12.2166 1002.35 0 0 0 
19.1044 12.1891 1089.87 0 0 0 
1.00518 13.6487 942.15 0 0 0 
2.30705 13.6335 940.839 0 0 0 
3.58213 13.5815 948.391 0 0 0 
4.87895 13.626 957.393 0 0 0 
6.19299 13.607 948.041 0 0 0 
7.46854 13.5748 957.307 0 0 0 
8.80256 13.5731 940.296 0 0 0 
10.0808 13.5949 959.286 0 0 0 
11.3983 13.5939 954.72 0 0 0 
12.713 13.5882 953.398 0 0 0 
13.9907 13.5526 963.286 0 0 0 
15.2556 13.5737 1003.43 0 0 0 
16.5182 13.5294 1024.96 0 0 0 
17.8606 13.4911 1043.79 0 0 0 
19.0552 13.4253 1094.17 0 0 0 
0.998808 14.8954 942.197 0 0 0 
2.30751 14.9364 947.19 0 0 0 
3.61678 14.9052 937.986 0 0 0 
4.85073 14.8661 967.333 0 0 0 
6.18248 14.9094 961.733 0 0 0 
7.51162 14.9003 947.984 0 0 0 
8.8178 14.874 942.346 0 0 0 
10.083 14.8675 963.137 0 0 0 
11.3816 14.8911 979.057 0 0 0 
12.7205 14.8603 962.724 0 0 0 
13.9906 14.8174 973.935 0 0 0 
15.283 14.7885 986.198 0 0 0 
16.5523 14.8011 1035.54 0 0 0 
17.8226 14.795 1087.94 0 0 0 
19.0825 14.8051 1161.84 0 0 0 
1.00116 16.2124 949.586 0 0 0 
2.33187 16.165 925.875 0 0 0 
3.59239 16.1971 956.202 0 0 0 
4.85069 16.2074 983.125 0 0 0 
6.18993 16.1593 953.975 0 0 0 
7.50805 16.2349 973.044 0 0 0 
8.75125 16.2128 999.466 0 0 0 
10.0508 16.16 989.177 0 0 0 
11.3693 16.1492 986.804 0 0 0 
12.6578 16.1603 1009.81 0 0 0 
13.99 16.1591 1018.93 0 0 0 
15.2948 16.1425 1039.57 0 0 0 
16.5108 16.042 1038.52 0 0 0 
17.7879 16.0459 1085.37 0 0 0 
19.0244 16.0912 1161.71 0 0 0 
1.0346 17.5242 943.174 0 0 0 
2.30979 17.494 951.443 0 0 0 
3.59023 17.4946 964.913 0 0 0 
4.89987 17.4633 955.032 0 0 0 
6.18221 17.5044 981.731 0 0 0 
7.45756 17.4578 983.447 0 0 0 
8.77921 17.4107 963.718 0 0 0 
10.0914 17.4281 974.162 0 0 0 
11.3353 17.4392 1012.44 0 0 0 
12.6211 17.425 1025.48 0 0 0 
13.9656 17.4409 1040.53 0 0 0 
15.2191 17.3968 1055.16 0 0 0 
16.4923 17.387 1085.71 0 0 0 
17.8201 17.358 1107.51 0 0 0 
19.0487 17.3602 1152.57 0 0 0 
0.980027 18.7781 965.168 0 0 0 
2.31543 18.7629 947.81 0 0 0 
3.58727 18.7902 974.228 0 0 0 
4.86967 18.7781 983.538 0 0 0 
6.21403 18.7184 948.535 0 0 0 
7.47919 18.7267 973.594 0 0 0 
8.78584 18.7642 995.159 0 0 0 
10.0684 18.7191 993.8 0 0 0 
11.3461 18.7003 1006.11 0 0 0 
12.6278 18.7454 1049.91 0 0 0 
13.9369 18.716 1053.73 0 0 0 
15.2204 18.6952 1071.61 0 0 0 
16.4895 18.6672 1089.85 0 0 0 
17.7522 18.6769 1130.67 0 0 0 
19.0264 18.6908 1173.51 0 0 0 
ITEM: TIMESTEP
2500
ITEM: NUMBER OF ATOMS
225
ITEM: BOX BOUNDS ff ff pp
0 40
0 20
-1 1
ITEM: ATOMS x y c_fd v_fs c_fg v_d1 
1.15523 0.808892 871.832 0 0 0 
2.4585 0.777432 883.035 0 0 0 
3.76219 0.786404 885.09 0 0 0 
4.98301 0.790468 916.846 0 0 0 
6.32326 0.793894 910.26 0 0 0 
7.61328 0.82606 912.971 0 0 0 
8.9278 0.849857 912.395 0 0 0 
10.1971 0.874035 925.786 0 0 0 
11.5073 0.850941 948.647 0 0 0 
12.8185 0.891856 952.948 0 0 0 
14.0929 0.893776 983.247 0 0 0 
15.3503 0.908965 1013.28 0 0 0 
16.6043 0.857029 1074.12 0 0 0 
17.9253 0.890531 1102.23 0 0 0 
19.1206 0.906293 1132.14 0 0 0 
1.16704 2.04676 874.162 0 0 0 
2.40763 2.05721 898.357 0 0 0 
3.76615 2.04829 883.7 0 0 0 
4.98999 2.0672 911.431 0 0 0 
6.34292 2.01332 914.95 0 0 0 
7.66403 2.10478 890.663 0 0 0 
8.9391 2.10478 908.876 0 0 0 
10.2518 2.13331 909.104 0 0 0 
11.4893 2.12716 943.825 0 0 0 
12.8318 2.14531 948.462 0 0 0 
14.0761 2.1386 988.429 0 0 0 
15.3085 2.2316 990.119 0 0 0 
16.6159 2.19382 1042.92 0 0 0 
17.8912 2.28789 1047.42 0 0 0 
19.1568 2.23889 1118.27 0 0 0 
1.16185 3.31796 873.314 0 0 0 
2.47714 3.33047 868.79 0 0 0 
3.74977 3.31785 885.594 0 0 0 
5.0827 3.362 868.109 0 0 0 
6.31851 3.31795 907.395 0 0 0 
7.65382 3.39675 881.764 0 0 0 
8.96231 3.38036 891.697 0 0 0 
10.2458 3.38837 905.881 0 0 0 
11.5367 3.37445 928.173 0 0 0 
12.775 3.43399 942.48 0 0 0 
14.0952 3.42938 963.529 0 0 0 
15.3407 3.4667 989.971 0 0 0 
16.6801 3.49127 1017.93 0 0 0 
17.8658 3.46325 1086.39 0 0 0 
19.132 3.50375 1124.15 0 0 0 
1.19348 4.6108 854.25 0 0 0 
2.4564 4.61 872.024 0 0 0 
3.80932 4.60874 854.021 0 0 0 
5.03767 4.648 878.052 0 0 0 
6.37326 4.65423 866.537 0 0 0 
7.68081 4.56013 890.466 0 0 0 
8.96911 4.64992 880.353 0 0 0 
10.2574 4.67973 885.383 0 0 0 
11.5403 4.71009 893.464 0 0 0 
12.8244 4.71669 910.988 0 0 0 
14.2 4.71125 916.577 0 0 0 
15.4278 4.74393 953.906 0 0 0 
16.66 4.77396 996.524 0 0 0 
17.9451 4.81316 1040.75 0 0 0 
19.1975 4.78838 1126.99 0 0 0 
1.17944 5.94776 849.758 0 0 0 
2.50635 5.87352 849.387 0 0 0 
3.78217 5.90641 856.542 0 0 0 
5.03594 5.91594 875.904 0 0 0 
6.36871 5.94374 860.542 0 0 0 
7.66703 5.89202 872.931 0 0 0 
9.0046 5.97202 847.597 0 0 0 
10.2887 5.92053 869.856 0 0 0 
11.5908 5.98352 862.641 0 0 0 
12.842 5.98964 888.772 0 0 0 
14.1603 6.02047 889.6 0 0 0 
15.4098 6.00456 934.658 0 0 0 
16.6616 6.02047 979.286 0 0 0 
17.9825 6.09167 1012.14 0 0 0 
19.1461 6.0875 1104.98 0 0 0 
1.17016 7.1746 856.722 0 0 0 
2.44813 7.19437 865.759 0 0 0 
3.7876 7.17846 851.139 0 0 0 
5.09439 7.15818 851.448 0 0 0 
6.39523 7.22235 845.466 0 0 0 
7.70714 7.23712 840.034 0 0 0 
8.95993 7.18604 867.785 0 0 0 
10.2564 7.22111 866.978 0 0 0 
11.6141 7.27677 838.376 0 0 0 
12.9005 7.20537 863.11 0 0 0 
14.158 7.27698 873.013 0 0 0 
15.4597 7.30277 880.599 0 0 0 
16.7647 7.30106 911.025 0 0 0 
18.0181 7.29744 990.534 0 0 0 
19.2388 7.37276 1085.87 0 0 0 
1.15868 8.40811 861.901 0 0 0 
2.46814 8.45536 856.549 0 0 0 
3.74576 8.4483 866.71 0 0 0 
5.11247 8.51511 835.303 0 0 0 
6.38517 8.47271 849.119 0 0 0 
7.67933 8.46175 852.676 0 0 0 
9.03645 8.48196 827.533 0 0 0 
10.2401 8.4485 871.921 0 0 0 
11.6187 8.55469 831.259 0 0 0 
12.8434 8.512 867.413 0 0 0 
14.194 8.48693 851.888 0 0 0 
15.5237 8.52507 839.743 0 0 0 
16.7546 8.5775 867.114 0 0 0 
18.0654 8.59503 887.034 0 0 0 
19.27 8.64654 1006.21 5.10499 0 0 
1.20808 9.74369 837.498 0 0 0 
2.49715 9.81556 843.337 0 0 0 
3.7627 9.71256 857.885 0 0 0 
5.12297 9.71056 831.891 0 0 0 
6.4079 9.70046 838.497 0 0 0 
7.66997 9.77753 854.677 0 0 0 
9.01167 9.78776 836.756 0 0 0 
10.2571 9.77501 860.237 0 0 0 
11.5651 9.78155 856.798 0 0 0 
12.8515 9.74252 862.56 0 0 0 
14.1685 9.76538 855.25 0 0 0 
15.4521 9.77963 862.422 0 0 0 
16.7199 9.78905 876.38 0 0 0 
18.0928 9.79916 845.022 2.0373 0 0 
19.3407 9.72187 867.278 5.10499 0 0 
1.20234 11.0387 840.139 0 0 0 
2.47058 11.0238 854.202 0 0 0 
3.80318 11.0147 839.979 0 0 0 
5.13095 11.0566 829.292 0 0 0 
6.37561 11.0249 852.188 0 0 0 
7.65556 10.9963 860.113 0 0 0 
8.98814 11.0157 846.685 0 0 0 
10.2709 11.0688 856.903 0 0 0 
11.6144 11.0078 835.45 0 0 0 
12.8809 11.0526 853.208 0 0 0 
14.1613 10.9975 858.67 0 0 0 
15.5006 10.9682 840.869 0 0 0 
16.7581 10.9754 862.401 0 0 0 
18.0825 10.9503 860.506 2.0373 0 0 
19.3392 10.8873 939.456 0 0 0 
1.17748 12.3605 854.698 0 0 0 
2.46274 12.317 859.096 0 0 0 
3.70757 12.3252 883.584 0 0 0 
5.02658 12.3021 874.267 0 0 0 
6.36994 12.2951 855.853 0 0 0 
7.69398 12.3008 847.021 0 0 0 
8.98069 12.2751 851.184 0 0 0 
10.2664 12.3221 864.278 0 0 0 
11.5544 12.3032 869.541 0 0 0 
12.8825 12.2914 860.673 0 0 0 
14.1916 12.2813 862.667 0 0 0 
15.4191 12.279 901.85 0 0 0 
16.7998 12.1804 870.951 0 0 0 
18.0148 12.1536 937.059 0 0 0 
19.2355 12.1075 1051.21 0 0 0 
1.1864 13.6387 854.38 0 0 0 
2.4882 13.6199 853.337 0 0 0 
3.75833 13.5572 859.895 0 0 0 
5.05433 13.6092 868.911 0 0 0 
